vistoria_id,data,tecnico,regiao,tipo,conforme,causa,multa_valor,checklist_score,tempo_minutos,reincidencia,equipamento
1120,2025-08-28,tec_11,Oeste,auditoria,False,outros,306.88,0.39,136,True,ONU
1121,2026-01-19,tec_07,Norte,auditoria,True,,0.0,0.78,84,False,ROTEADOR
1122,2025-12-26,tec_09,Centro,auditoria,False,identificacao_porta,502.39,0.65,112,False,ONU
1123,2026-04-15,tec_08,Norte,auditoria,True,,0.0,0.98,71,False,ROTEADOR
1124,2025-08-04,tec_06,Centro,auditoria,True,,0.0,0.94,72,True,ONU
1125,2026-01-05,tec_08,Centro,reparo,True,,0.0,0.96,89,False,ONU
1126,2025-07-22,tec_10,Centro,reparo,False,identificacao_porta,460.34,0.66,97,False,ROTEADOR
1127,2025-07-21,tec_09,Leste,instalacao,True,,0.0,0.84,68,False,ROTEADOR
1128,2025-12-21,tec_07,Leste,reparo,True,,0.0,0.9,56,True,ONU
1129,2026-06-02,tec_05,Norte,reparo,True,,0.0,0.76,40,False,ONU
1130,2026-01-17,tec_11,Sul,reparo,False,vedacao_cto,0.0,0.35,132,False,ROTEADOR
1131,2025-07-10,tec_07,Centro,auditoria,True,,0.0,0.78,84,False,ROTEADOR
1132,2025-08-21,tec_02,Sul,instalacao,True,,0.0,0.93,68,True,ONU
1133,2025-09-17,tec_03,Leste,auditoria,False,sobra_fibra,0.0,0.72,142,False,ROTEADOR
1134,2026-02-15,tec_05,Sul,auditoria,True,,0.0,0.99,85,False,ROTEADOR
1135,2025-11-22,tec_08,Sul,auditoria,True,,0.0,0.84,45,False,ROTEADOR
1136,2026-01-07,tec_01,Centro,reparo,True,,0.0,0.96,89,False,ROTEADOR
1137,2025-09-14,tec_08,Norte,reparo,True,,0.0,0.97,87,False,CABO
1138,2026-01-08,tec_01,Leste,reparo,False,identificacao_porta,0.0,0.51,197,False,ONU
1139,2026-02-27,tec_01,Leste,instalacao,True,,0.0,0.92,63,False,ONU
1140,2026-05-08,tec_03,Norte,instalacao,True,,0.0,0.8,54,False,ROTEADOR
1141,2026-03-13,tec_08,Sul,auditoria,True,,0.0,0.86,50,False,ONU
1142,2026-01-30,tec_06,Leste,auditoria,False,identificacao_porta,0.0,0.59,159,False,ONU
1143,2026-01-15,tec_08,Centro,reparo,True,,0.0,0.72,85,True,ONU
1144,2025-12-18,tec_02,Sul,auditoria,True,,0.0,0.81,76,False,ROTEADOR
1145,2025-09-08,tec_11,Oeste,reparo,False,identificacao_porta,479.79,0.55,95,False,ONU
1146,2026-05-28,tec_08,Leste,auditoria,True,,0.0,0.94,90,False,ONU
1147,2026-02-11,tec_07,Leste,reparo,True,,0.0,0.99,66,False,CABO
1148,2026-02-03,tec_05,Leste,auditoria,False,vedacao_cto,332.03,0.75,174,True,ROTEADOR
1149,2025-12-27,tec_03,Oeste,reparo,True,,0.0,0.98,74,False,ROTEADOR
1150,2026-01-24,tec_02,Leste,instalacao,False,outros,282.27,0.67,190,False,ROTEADOR
1151,2026-04-17,tec_06,Sul,auditoria,True,,0.0,0.85,58,False,ONU
1152,2026-05-29,tec_06,Norte,auditoria,False,identificacao_porta,765.42,0.31,105,False,ONU
1153,2026-03-09,tec_10,Leste,instalacao,True,,0.0,0.74,46,False,ONU
1154,2026-06-29,tec_06,Oeste,auditoria,True,,0.0,0.97,89,False,ROTEADOR
1155,2025-10-11,tec_04,Sul,auditoria,True,,0.0,0.86,58,False,ONU
1156,2025-08-14,tec_03,Leste,auditoria,True,,0.0,0.92,65,False,ROTEADOR
1157,2026-05-25,tec_03,Oeste,instalacao,True,,0.0,0.86,43,False,CABO
1158,2025-07-29,tec_03,Centro,instalacao,True,,0.0,0.81,45,False,ONU
1159,2025-11-06,tec_05,Sul,auditoria,False,vedacao_cto,0.0,0.45,101,True,ROTEADOR
1160,2026-05-16,tec_03,Sul,auditoria,True,,0.0,0.96,71,True,ONU
1161,2025-10-16,tec_10,Norte,auditoria,True,,0.0,0.9,66,False,ONU
1162,2026-06-16,tec_08,Centro,reparo,True,,0.0,0.91,45,False,ONU
1163,2025-12-11,tec_10,Oeste,reparo,True,,0.0,0.99,43,False,ONU
1164,2025-11-14,tec_04,Centro,reparo,True,,0.0,0.73,59,False,ROTEADOR
1165,2025-12-08,tec_06,Oeste,instalacao,True,,0.0,1.0,64,False,CABO
1166,2025-11-01,tec_07,Leste,instalacao,True,,0.0,0.73,66,False,ROTEADOR
1167,2025-11-13,tec_02,Oeste,instalacao,True,,0.0,0.82,60,True,ONU
1168,2026-03-16,tec_05,Centro,auditoria,True,,0.0,0.95,74,False,ONU
1169,2025-12-21,tec_07,Norte,instalacao,True,,0.0,0.76,73,False,ONU
1170,2026-02-28,tec_03,Centro,instalacao,True,,0.0,0.97,43,False,ROTEADOR
1171,2025-12-01,tec_10,Centro,reparo,True,,0.0,0.86,66,False,ROTEADOR
1172,2025-08-26,tec_06,Leste,instalacao,True,,0.0,0.94,81,False,ONU
1173,2026-04-23,tec_11,Norte,reparo,True,,0.0,0.88,45,False,ROTEADOR
1174,2025-11-02,tec_03,Centro,reparo,False,identificacao_porta,460.57,0.36,178,False,ROTEADOR
1175,2026-06-27,tec_12,Centro,reparo,True,,0.0,1.0,77,False,ROTEADOR
1176,2025-12-23,tec_08,Oeste,instalacao,True,,0.0,0.96,78,False,CABO
1177,2025-11-30,tec_04,Leste,instalacao,False,identificacao_porta,682.0,0.46,130,False,ONU
1178,2026-04-20,tec_05,Centro,auditoria,True,,0.0,0.99,87,False,ONU
1179,2026-02-12,tec_12,Sul,reparo,True,,0.0,0.78,87,False,ONU
1180,2026-04-27,tec_02,Centro,instalacao,True,,0.0,0.97,49,False,ROTEADOR
1181,2026-06-14,tec_12,Norte,reparo,True,,0.0,0.87,45,False,ROTEADOR
1182,2026-05-27,tec_05,Oeste,instalacao,False,identificacao_porta,0.0,0.66,198,False,ONU
1183,2026-01-20,tec_01,Sul,instalacao,True,,0.0,0.93,90,False,CABO
1184,2025-12-19,tec_10,Norte,auditoria,False,vedacao_cto,0.0,0.6,198,False,ONU
1185,2026-02-20,tec_06,Leste,instalacao,False,identificacao_porta,669.76,0.31,114,True,ONU
1186,2026-06-08,tec_06,Oeste,auditoria,False,outros,215.07,0.56,147,False,ONU
1187,2026-05-31,tec_10,Leste,auditoria,True,,0.0,0.91,64,False,ONU
1188,2026-05-24,tec_05,Oeste,auditoria,True,,0.0,0.89,49,False,ROTEADOR
1189,2026-06-25,tec_10,Oeste,auditoria,True,,0.0,0.87,77,False,ONU
1190,2026-03-28,tec_02,Sul,auditoria,True,,0.0,0.88,38,False,ROTEADOR
1191,2026-03-24,tec_03,Centro,auditoria,False,vedacao_cto,0.0,0.69,147,False,ONU
1192,2026-04-13,tec_08,Oeste,reparo,False,identificacao_porta,0.0,0.7,185,False,ROTEADOR
1193,2025-07-31,tec_12,Norte,reparo,True,,0.0,0.98,37,False,ONU
1194,2026-02-01,tec_12,Sul,auditoria,False,documentacao,93.64,0.55,174,False,ROTEADOR
1195,2026-04-02,tec_02,Sul,reparo,True,,0.0,0.99,88,True,ONU
1196,2026-02-03,tec_11,Norte,reparo,True,,0.0,0.79,57,False,ROTEADOR
1197,2026-06-04,tec_02,Sul,auditoria,True,,0.0,0.97,36,False,ONU
1198,2026-06-26,tec_08,Norte,instalacao,True,,0.0,0.73,63,False,ROTEADOR
1199,2025-11-26,tec_03,Sul,instalacao,False,vedacao_cto,0.0,0.62,194,False,ROTEADOR
1200,2025-12-01,tec_09,Leste,auditoria,False,ancoragem_cabo,403.63,0.63,161,True,ONU
1201,2025-12-11,tec_07,Leste,auditoria,True,,0.0,0.8,46,False,ROTEADOR
1202,2025-09-12,tec_05,Oeste,instalacao,False,outros,140.23,0.61,121,True,CABO
1203,2025-10-06,tec_06,Leste,reparo,True,,0.0,0.89,37,False,ONU
1204,2025-10-20,tec_12,Sul,auditoria,False,outros,381.15,0.48,184,True,ROTEADOR
1205,2026-01-20,tec_10,Oeste,auditoria,True,,0.0,0.94,59,False,ROTEADOR
1206,2026-02-24,tec_09,Leste,reparo,False,sobra_fibra,0.0,0.56,137,True,CABO
1207,2025-11-11,tec_12,Norte,instalacao,True,,0.0,0.92,53,False,ONU
1208,2026-06-01,tec_04,Leste,auditoria,True,,0.0,0.93,66,False,ROTEADOR
1210,2025-10-27,tec_03,Norte,reparo,True,,0.0,0.78,64,False,ROTEADOR
1211,2025-07-09,tec_08,Centro,auditoria,True,,0.0,0.72,68,False,ROTEADOR
1212,2026-06-11,tec_09,Centro,instalacao,False,documentacao,120.96,0.4,169,True,ROTEADOR
1213,2026-01-24,tec_02,Leste,reparo,True,,0.0,0.92,54,False,ONU
1214,2026-01-11,tec_01,Norte,auditoria,True,,0.0,0.9,79,False,ONU
1215,2025-08-18,tec_06,Oeste,auditoria,True,,0.0,0.78,90,False,ROTEADOR
1216,2025-11-21,tec_02,Centro,instalacao,True,,0.0,0.73,89,False,ROTEADOR
1217,2025-12-01,tec_07,Sul,auditoria,True,,0.0,0.95,59,False,CABO
1218,2026-06-18,tec_03,Centro,auditoria,True,,0.0,0.99,38,False,ROTEADOR
1220,2026-06-04,tec_03,Centro,reparo,False,identificacao_porta,507.19,0.46,138,False,ROTEADOR
1221,2025-07-03,tec_06,Sul,reparo,True,,0.0,0.93,41,False,ONU
1222,2025-08-22,tec_09,Sul,auditoria,True,,0.0,0.75,73,False,ROTEADOR
1223,2026-04-13,tec_07,Oeste,reparo,False,identificacao_porta,455.54,0.61,128,False,ROTEADOR
1224,2026-03-05,tec_05,Sul,reparo,True,,0.0,0.98,81,False,ONU
1225,2025-07-04,tec_02,Centro,reparo,True,,0.0,0.89,86,False,ONU
1226,2025-12-12,tec_10,Oeste,auditoria,True,,0.0,0.85,46,False,ONU
1227,2026-04-21,tec_11,Leste,auditoria,True,,0.0,0.8,85,False,ROTEADOR
1228,2025-10-01,tec_10,Norte,instalacao,True,,0.0,0.99,64,False,CABO
1229,2026-01-26,tec_12,Sul,reparo,True,,0.0,0.8,51,False,ONU
1230,2026-03-03,tec_08,Oeste,instalacao,True,,0.0,0.98,90,False,CABO
1231,2026-04-01,tec_12,Centro,reparo,False,identificacao_porta,0.0,0.36,111,False,CABO
1232,2025-12-17,tec_11,Norte,auditoria,True,,0.0,0.72,51,False,ROTEADOR
1233,2026-01-08,tec_10,Centro,auditoria,True,,0.0,0.88,67,False,ONU
1234,2025-08-13,tec_07,Norte,reparo,False,identificacao_porta,482.75,0.38,151,False,CABO
1235,2025-12-01,tec_08,Norte,auditoria,False,identificacao_porta,720.02,0.31,184,False,ONU
1236,2026-02-22,tec_09,Sul,reparo,True,,0.0,0.77,75,False,ONU
1237,2026-02-05,tec_04,Oeste,auditoria,True,,0.0,0.78,83,False,ONU
1238,2025-10-09,tec_03,Norte,auditoria,True,,0.0,0.96,68,False,ONU
1239,2025-12-26,tec_07,Leste,auditoria,True,,0.0,0.77,78,False,ROTEADOR
1240,2025-12-08,tec_02,Leste,auditoria,True,,0.0,0.77,79,False,ROTEADOR
1241,2025-10-04,tec_10,Oeste,instalacao,True,,0.0,0.98,46,False,ONU
1242,2026-05-14,tec_06,Oeste,instalacao,True,,0.0,0.72,43,False,ROTEADOR
1243,2026-06-16,tec_11,Oeste,auditoria,True,,0.0,0.84,45,False,ROTEADOR
1244,2025-10-24,tec_05,Norte,instalacao,True,,0.0,0.85,82,False,ONU
1245,2026-04-05,tec_10,Oeste,instalacao,True,,0.0,0.95,37,False,ONU
1246,2026-05-31,tec_02,Oeste,reparo,True,,0.0,1.0,63,False,ROTEADOR
1247,2026-04-28,tec_04,Norte,instalacao,True,,0.0,1.0,62,False,ONU
1248,2026-03-30,tec_01,Sul,instalacao,False,ancoragem_cabo,280.2,0.48,199,False,ROTEADOR
1249,2026-06-01,tec_01,Norte,reparo,False,ancoragem_cabo,0.0,0.44,187,False,CABO
1250,2026-01-29,tec_11,Oeste,auditoria,True,,0.0,0.94,84,False,ONU
1251,2026-03-07,tec_06,Centro,auditoria,True,,0.0,0.94,81,False,ROTEADOR
1253,2025-07-24,tec_11,Centro,reparo,False,identificacao_porta,0.0,0.55,146,False,ROTEADOR
1254,2025-12-02,tec_03,Oeste,auditoria,False,ancoragem_cabo,311.55,0.45,173,True,CABO
1255,2026-02-05,tec_12,Oeste,auditoria,True,,0.0,0.72,65,True,ROTEADOR
1256,2026-06-22,tec_08,Centro,auditoria,True,,0.0,0.96,79,False,ONU
1257,2025-08-22,tec_12,Norte,instalacao,False,ancoragem_cabo,0.0,0.38,107,False,ROTEADOR
1258,2025-09-23,tec_01,Sul,auditoria,True,,0.0,0.9,44,False,ROTEADOR
1259,2025-09-10,tec_02,Centro,instalacao,True,,0.0,0.83,62,False,CABO
1260,2026-05-04,tec_02,Sul,auditoria,True,,0.0,0.94,79,True,ONU
1261,2026-01-17,tec_09,Leste,auditoria,True,,0.0,0.97,50,False,ONU
1262,2025-07-07,tec_10,Norte,auditoria,True,,0.0,0.76,90,False,ONU
1263,2025-08-07,tec_03,Oeste,auditoria,True,,0.0,0.79,37,False,ROTEADOR
1264,2026-01-29,tec_12,Oeste,auditoria,True,,0.0,0.9,69,False,ROTEADOR
1265,2025-09-18,tec_09,Leste,instalacao,True,,0.0,0.9,88,False,CABO
1266,2025-10-31,tec_12,Norte,reparo,True,,0.0,0.84,64,False,CABO
1267,2025-08-31,tec_11,Norte,auditoria,True,,0.0,0.72,66,False,ROTEADOR
1268,2025-09-03,tec_05,Centro,auditoria,True,,0.0,0.93,42,False,ONU
1269,2025-11-12,tec_05,Norte,reparo,True,,0.0,0.74,64,False,ROTEADOR
1270,2025-11-08,tec_03,Norte,auditoria,True,,0.0,0.91,42,False,ONU
1271,2026-01-03,tec_04,Centro,instalacao,True,,0.0,0.98,89,True,ONU
1272,2025-12-11,tec_07,Oeste,instalacao,True,,0.0,0.82,67,False,CABO
1273,2025-08-05,tec_01,Norte,auditoria,True,,0.0,0.94,54,False,CABO
1274,2025-12-03,tec_04,Centro,reparo,True,,0.0,0.82,66,False,ONU
1275,2026-01-26,tec_04,Sul,auditoria,True,,0.0,0.9,79,False,ONU
1276,2025-12-05,tec_07,Leste,auditoria,False,vedacao_cto,698.78,0.43,181,False,ROTEADOR
1277,2026-01-07,tec_07,Norte,auditoria,True,,0.0,0.88,67,False,ROTEADOR
1278,2025-09-05,tec_01,Oeste,auditoria,True,,0.0,0.81,86,False,ONU
1279,2025-10-12,tec_04,Leste,reparo,False,identificacao_porta,525.61,0.36,105,False,ONU
1280,2025-08-16,tec_05,Sul,reparo,True,,0.0,0.95,79,False,CABO
1281,2025-11-05,tec_03,Sul,reparo,True,,0.0,0.73,54,False,ONU
1282,2026-04-08,tec_08,Sul,reparo,True,,0.0,0.95,43,False,ROTEADOR
1283,2026-01-22,tec_03,Norte,instalacao,True,,0.0,0.9,72,False,ONU
1284,2026-02-13,tec_04,Norte,instalacao,True,,0.0,0.96,86,False,CABO
1285,2026-02-07,tec_03,Norte,instalacao,True,,0.0,0.73,78,False,CABO
1286,2025-09-15,tec_05,Leste,instalacao,False,identificacao_porta,620.28,0.44,97,True,ONU
1287,2026-03-27,tec_11,Oeste,instalacao,False,identificacao_porta,685.35,0.6,151,False,CABO
1288,2025-11-16,tec_09,Oeste,auditoria,True,,0.0,0.78,86,False,ONU
1289,2026-04-26,tec_09,Norte,reparo,True,,0.0,0.75,77,False,ONU
1290,2025-10-21,tec_01,Centro,auditoria,False,outros,0.0,0.51,112,True,ROTEADOR
1291,2026-04-29,tec_12,Centro,auditoria,False,vedacao_cto,375.29,0.82,193,False,ONU
1292,2025-07-29,tec_08,Oeste,instalacao,True,,0.0,0.87,35,False,ONU
1293,2025-12-13,tec_06,Centro,instalacao,True,,0.0,0.92,44,False,ROTEADOR
1294,2026-06-05,tec_06,Centro,instalacao,True,,0.0,0.8,43,False,ROTEADOR
1295,2026-06-28,tec_11,Oeste,reparo,True,,0.0,0.98,85,False,ONU
1296,2025-11-28,tec_05,Centro,reparo,False,outros,398.28,0.82,162,True,ROTEADOR
1298,2025-12-19,tec_12,Leste,instalacao,True,,0.0,0.79,39,False,ROTEADOR
1299,2026-01-31,tec_07,Norte,instalacao,True,,0.0,0.86,59,False,ONU
1300,2026-06-17,tec_10,Oeste,reparo,True,,0.0,0.94,37,False,ROTEADOR
1301,2026-01-09,tec_02,Leste,instalacao,True,,0.0,0.98,40,False,ONU
1302,2026-05-31,tec_01,Centro,auditoria,False,identificacao_porta,475.99,0.39,179,False,ONU
1303,2025-07-26,tec_05,Centro,reparo,True,,0.0,0.86,38,False,ONU
1304,2025-10-11,tec_11,Oeste,auditoria,True,,0.0,0.9,40,False,ROTEADOR
1305,2026-06-04,tec_08,Norte,reparo,True,,0.0,0.83,58,False,ROTEADOR
1306,2025-11-12,tec_05,Leste,instalacao,True,,0.0,0.74,83,False,ONU
1307,2026-04-28,tec_09,Norte,reparo,True,,0.0,0.83,68,False,ONU
1308,2026-03-01,tec_10,Centro,reparo,True,,0.0,0.96,37,False,CABO
1309,2026-02-15,tec_10,Centro,auditoria,False,sobra_fibra,205.84,0.83,177,False,ONU
1310,2025-08-04,tec_06,Sul,reparo,True,,0.0,0.87,89,False,CABO
1311,2026-03-25,tec_12,Oeste,instalacao,True,,0.0,0.76,71,False,ROTEADOR
